Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"MK","Macro Indicators","108","Burundi","61810","Annual growth Standard Local Currency, 2015 prices","22016","Value Added (Agriculture, Forestry and Fishing)","2019","2019","%","2.813969","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6129","Annual growth US$","22016","Value Added (Agriculture, Forestry and Fishing)","2019","2019","%","-1.958131","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6182","Annual growth US$, 2015 prices","22016","Value Added (Agriculture, Forestry and Fishing)","2019","2019","%","2.813969","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6224","Value Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","2020","2020","million SLC","2238965.128954","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2020","2020","million USD","1169.1442","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6225","Value Standard Local Currency, 2015 prices","22016","Value Added (Agriculture, Forestry and Fishing)","2020","2020","million SLC","1819495.703937","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6184","Value US$, 2015 prices","22016","Value Added (Agriculture, Forestry and Fishing)","2020","2020","million USD","1157.514876","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6103","Share of GDP US$","22016","Value Added (Agriculture, Forestry and Fishing)","2020","2020","%","33.87477","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6187","Share of GDP US$, 2015 prices","22016","Value Added (Agriculture, Forestry and Fishing)","2020","2020","%","34.825804","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","2020","2020","%","33.87477","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","61860","Share of GDP Standard Local Currency, 2015 prices","22016","Value Added (Agriculture, Forestry and Fishing)","2020","2020","%","34.825804","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","61550","Annual growth Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","2020","2020","%","5.504378","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","61810","Annual growth Standard Local Currency, 2015 prices","22016","Value Added (Agriculture, Forestry and Fishing)","2020","2020","%","2.80036","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6129","Annual growth US$","22016","Value Added (Agriculture, Forestry and Fishing)","2020","2020","%","1.679687","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6182","Annual growth US$, 2015 prices","22016","Value Added (Agriculture, Forestry and Fishing)","2020","2020","%","2.80036","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6224","Value Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","2021","2021","million SLC","2508057.189735","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2021","2021","million USD","1269.291263","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6225","Value Standard Local Currency, 2015 prices","22016","Value Added (Agriculture, Forestry and Fishing)","2021","2021","million SLC","1881529.015067","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6184","Value US$, 2015 prices","22016","Value Added (Agriculture, Forestry and Fishing)","2021","2021","million USD","1196.978822","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6103","Share of GDP US$","22016","Value Added (Agriculture, Forestry and Fishing)","2021","2021","%","33.916508","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6187","Share of GDP US$, 2015 prices","22016","Value Added (Agriculture, Forestry and Fishing)","2021","2021","%","34.930305","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","2021","2021","%","33.916508","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","61860","Share of GDP Standard Local Currency, 2015 prices","22016","Value Added (Agriculture, Forestry and Fishing)","2021","2021","%","34.930305","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","61550","Annual growth Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","2021","2021","%","12.018591","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","61810","Annual growth Standard Local Currency, 2015 prices","22016","Value Added (Agriculture, Forestry and Fishing)","2021","2021","%","3.409368","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6129","Annual growth US$","22016","Value Added (Agriculture, Forestry and Fishing)","2021","2021","%","8.565844","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6182","Annual growth US$, 2015 prices","22016","Value Added (Agriculture, Forestry and Fishing)","2021","2021","%","3.409368","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6224","Value Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","2022","2022","million SLC","2907373.841955","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2022","2022","million USD","1429.171882","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6225","Value Standard Local Currency, 2015 prices","22016","Value Added (Agriculture, Forestry and Fishing)","2022","2022","million SLC","1866520.622498","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6184","Value US$, 2015 prices","22016","Value Added (Agriculture, Forestry and Fishing)","2022","2022","million USD","1187.430881","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6103","Share of GDP US$","22016","Value Added (Agriculture, Forestry and Fishing)","2022","2022","%","32.622454","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6187","Share of GDP US$, 2015 prices","22016","Value Added (Agriculture, Forestry and Fishing)","2022","2022","%","34.022598","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","2022","2022","%","32.622454","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","61860","Share of GDP Standard Local Currency, 2015 prices","22016","Value Added (Agriculture, Forestry and Fishing)","2022","2022","%","34.022598","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","61550","Annual growth Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","2022","2022","%","15.921354","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","61810","Annual growth Standard Local Currency, 2015 prices","22016","Value Added (Agriculture, Forestry and Fishing)","2022","2022","%","-0.79767","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6129","Annual growth US$","22016","Value Added (Agriculture, Forestry and Fishing)","2022","2022","%","12.596055","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6182","Annual growth US$, 2015 prices","22016","Value Added (Agriculture, Forestry and Fishing)","2022","2022","%","-0.79767","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6224","Value Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","2023","2023","million SLC","3042374.468869","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2023","2023","million USD","1181.939901","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6225","Value Standard Local Currency, 2015 prices","22016","Value Added (Agriculture, Forestry and Fishing)","2023","2023","million SLC","1918094.45382","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6184","Value US$, 2015 prices","22016","Value Added (Agriculture, Forestry and Fishing)","2023","2023","million USD","1220.240783","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6103","Share of GDP US$","22016","Value Added (Agriculture, Forestry and Fishing)","2023","2023","%","29.844632","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6187","Share of GDP US$, 2015 prices","22016","Value Added (Agriculture, Forestry and Fishing)","2023","2023","%","34.043502","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","2023","2023","%","29.844632","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","61860","Share of GDP Standard Local Currency, 2015 prices","22016","Value Added (Agriculture, Forestry and Fishing)","2023","2023","%","34.043502","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","61550","Annual growth Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","2023","2023","%","4.643387","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","61810","Annual growth Standard Local Currency, 2015 prices","22016","Value Added (Agriculture, Forestry and Fishing)","2023","2023","%","2.7631","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6129","Annual growth US$","22016","Value Added (Agriculture, Forestry and Fishing)","2023","2023","%","-17.298968","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6182","Annual growth US$, 2015 prices","22016","Value Added (Agriculture, Forestry and Fishing)","2023","2023","%","2.7631","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6224","Value Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","2024","2024","million SLC","3331333.25","E","Estimated value",""
"MK","Macro Indicators","108","Burundi","6110","Value US$","22016","Value Added (Agriculture, Forestry and Fishing)","2024","2024","million USD","1159.039347","E","Estimated value",""
"MK","Macro Indicators","108","Burundi","6225","Value Standard Local Currency, 2015 prices","22016","Value Added (Agriculture, Forestry and Fishing)","2024","2024","million SLC","1943934.875","E","Estimated value",""
"MK","Macro Indicators","108","Burundi","6184","Value US$, 2015 prices","22016","Value Added (Agriculture, Forestry and Fishing)","2024","2024","million USD","1236.679774","E","Estimated value",""
"MK","Macro Indicators","108","Burundi","6103","Share of GDP US$","22016","Value Added (Agriculture, Forestry and Fishing)","2024","2024","%","26.695495","E","Estimated value",""
"MK","Macro Indicators","108","Burundi","6187","Share of GDP US$, 2015 prices","22016","Value Added (Agriculture, Forestry and Fishing)","2024","2024","%","33.085377","E","Estimated value",""
"MK","Macro Indicators","108","Burundi","61570","Share of GDP Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","2024","2024","%","26.695495","E","Estimated value",""
"MK","Macro Indicators","108","Burundi","61860","Share of GDP Standard Local Currency, 2015 prices","22016","Value Added (Agriculture, Forestry and Fishing)","2024","2024","%","33.085377","E","Estimated value",""
"MK","Macro Indicators","108","Burundi","61550","Annual growth Standard Local Currency","22016","Value Added (Agriculture, Forestry and Fishing)","2024","2024","%","9.497805","E","Estimated value",""
"MK","Macro Indicators","108","Burundi","61810","Annual growth Standard Local Currency, 2015 prices","22016","Value Added (Agriculture, Forestry and Fishing)","2024","2024","%","1.347192","E","Estimated value",""
"MK","Macro Indicators","108","Burundi","6129","Annual growth US$","22016","Value Added (Agriculture, Forestry and Fishing)","2024","2024","%","-1.93754","E","Estimated value",""
"MK","Macro Indicators","108","Burundi","6182","Annual growth US$, 2015 prices","22016","Value Added (Agriculture, Forestry and Fishing)","2024","2024","%","1.347192","E","Estimated value",""
"MK","Macro Indicators","108","Burundi","6224","Value Standard Local Currency","22075","Value Added (Total Manufacturing)","2015","2015","million SLC","482736","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6110","Value US$","22075","Value Added (Total Manufacturing)","2015","2015","million USD","307.103831","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6225","Value Standard Local Currency, 2015 prices","22075","Value Added (Total Manufacturing)","2015","2015","million SLC","482736","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6184","Value US$, 2015 prices","22075","Value Added (Total Manufacturing)","2015","2015","million USD","307.103831","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6103","Share of GDP US$","22075","Value Added (Total Manufacturing)","2015","2015","%","10.926895","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6187","Share of GDP US$, 2015 prices","22075","Value Added (Total Manufacturing)","2015","2015","%","10.926895","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","61570","Share of GDP Standard Local Currency","22075","Value Added (Total Manufacturing)","2015","2015","%","10.926895","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","61860","Share of GDP Standard Local Currency, 2015 prices","22075","Value Added (Total Manufacturing)","2015","2015","%","10.926895","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","61550","Annual growth Standard Local Currency","22075","Value Added (Total Manufacturing)","2015","2015","%","5.293051","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","61810","Annual growth Standard Local Currency, 2015 prices","22075","Value Added (Total Manufacturing)","2015","2015","%","-3.325634","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6129","Annual growth US$","22075","Value Added (Total Manufacturing)","2015","2015","%","3.604257","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6182","Annual growth US$, 2015 prices","22075","Value Added (Total Manufacturing)","2015","2015","%","-3.325634","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","61890","Ratio of Value Added (Agriculture, Forestry and Fishing) Standard Local Currency","22075","Value Added (Total Manufacturing)","2015","2015","","0.310003","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6163","Ratio of Value Added (Agriculture, Forestry and Fishing) US$","22075","Value Added (Total Manufacturing)","2015","2015","","0.310003","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6224","Value Standard Local Currency","22075","Value Added (Total Manufacturing)","2016","2016","million SLC","595269","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6110","Value US$","22075","Value Added (Total Manufacturing)","2016","2016","million USD","359.760308","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6225","Value Standard Local Currency, 2015 prices","22075","Value Added (Total Manufacturing)","2016","2016","million SLC","492431","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6184","Value US$, 2015 prices","22075","Value Added (Total Manufacturing)","2016","2016","million USD","313.271533","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6103","Share of GDP US$","22075","Value Added (Total Manufacturing)","2016","2016","%","12.278144","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6187","Share of GDP US$, 2015 prices","22075","Value Added (Total Manufacturing)","2016","2016","%","10.800726","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","61570","Share of GDP Standard Local Currency","22075","Value Added (Total Manufacturing)","2016","2016","%","12.278144","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","61860","Share of GDP Standard Local Currency, 2015 prices","22075","Value Added (Total Manufacturing)","2016","2016","%","10.800726","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","61550","Annual growth Standard Local Currency","22075","Value Added (Total Manufacturing)","2016","2016","%","23.311499","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","61810","Annual growth Standard Local Currency, 2015 prices","22075","Value Added (Total Manufacturing)","2016","2016","%","2.008344","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6129","Annual growth US$","22075","Value Added (Total Manufacturing)","2016","2016","%","17.146148","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6182","Annual growth US$, 2015 prices","22075","Value Added (Total Manufacturing)","2016","2016","%","2.008344","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","61890","Ratio of Value Added (Agriculture, Forestry and Fishing) Standard Local Currency","22075","Value Added (Total Manufacturing)","2016","2016","","0.345324","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6163","Ratio of Value Added (Agriculture, Forestry and Fishing) US$","22075","Value Added (Total Manufacturing)","2016","2016","","0.345324","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6224","Value Standard Local Currency","22075","Value Added (Total Manufacturing)","2017","2017","million SLC","703949","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6110","Value US$","22075","Value Added (Total Manufacturing)","2017","2017","million USD","407.129328","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6225","Value Standard Local Currency, 2015 prices","22075","Value Added (Total Manufacturing)","2017","2017","million SLC","529944.730747","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6184","Value US$, 2015 prices","22075","Value Added (Total Manufacturing)","2017","2017","million USD","337.136772","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6103","Share of GDP US$","22075","Value Added (Total Manufacturing)","2017","2017","%","12.345382","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6187","Share of GDP US$, 2015 prices","22075","Value Added (Total Manufacturing)","2017","2017","%","11.194515","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","61570","Share of GDP Standard Local Currency","22075","Value Added (Total Manufacturing)","2017","2017","%","12.345382","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","61860","Share of GDP Standard Local Currency, 2015 prices","22075","Value Added (Total Manufacturing)","2017","2017","%","11.194515","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","61550","Annual growth Standard Local Currency","22075","Value Added (Total Manufacturing)","2017","2017","%","18.257292","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","61810","Annual growth Standard Local Currency, 2015 prices","22075","Value Added (Total Manufacturing)","2017","2017","%","7.618068","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6129","Annual growth US$","22075","Value Added (Total Manufacturing)","2017","2017","%","13.166828","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6182","Annual growth US$, 2015 prices","22075","Value Added (Total Manufacturing)","2017","2017","%","7.618068","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","61890","Ratio of Value Added (Agriculture, Forestry and Fishing) Standard Local Currency","22075","Value Added (Total Manufacturing)","2017","2017","","0.33006","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6163","Ratio of Value Added (Agriculture, Forestry and Fishing) US$","22075","Value Added (Total Manufacturing)","2017","2017","","0.33006","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6224","Value Standard Local Currency","22075","Value Added (Total Manufacturing)","2018","2018","million SLC","784251","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6110","Value US$","22075","Value Added (Total Manufacturing)","2018","2018","million USD","439.879507","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6225","Value Standard Local Currency, 2015 prices","22075","Value Added (Total Manufacturing)","2018","2018","million SLC","539431.729801","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6184","Value US$, 2015 prices","22075","Value Added (Total Manufacturing)","2018","2018","million USD","343.172149","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6103","Share of GDP US$","22075","Value Added (Total Manufacturing)","2018","2018","%","13.260089","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6187","Share of GDP US$, 2015 prices","22075","Value Added (Total Manufacturing)","2018","2018","%","10.8207","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","61570","Share of GDP Standard Local Currency","22075","Value Added (Total Manufacturing)","2018","2018","%","13.260089","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","61860","Share of GDP Standard Local Currency, 2015 prices","22075","Value Added (Total Manufacturing)","2018","2018","%","10.8207","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","61550","Annual growth Standard Local Currency","22075","Value Added (Total Manufacturing)","2018","2018","%","11.40736","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","61810","Annual growth Standard Local Currency, 2015 prices","22075","Value Added (Total Manufacturing)","2018","2018","%","1.790187","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6129","Annual growth US$","22075","Value Added (Total Manufacturing)","2018","2018","%","8.044171","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6182","Annual growth US$, 2015 prices","22075","Value Added (Total Manufacturing)","2018","2018","%","1.790187","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","61890","Ratio of Value Added (Agriculture, Forestry and Fishing) Standard Local Currency","22075","Value Added (Total Manufacturing)","2018","2018","","0.375069","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6163","Ratio of Value Added (Agriculture, Forestry and Fishing) US$","22075","Value Added (Total Manufacturing)","2018","2018","","0.375069","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6224","Value Standard Local Currency","22075","Value Added (Total Manufacturing)","2019","2019","million SLC","791614.57502","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6110","Value US$","22075","Value Added (Total Manufacturing)","2019","2019","million USD","428.914584","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6225","Value Standard Local Currency, 2015 prices","22075","Value Added (Total Manufacturing)","2019","2019","million SLC","543692.151699","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6184","Value US$, 2015 prices","22075","Value Added (Total Manufacturing)","2019","2019","million USD","345.882517","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6103","Share of GDP US$","22075","Value Added (Total Manufacturing)","2019","2019","%","12.732976","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6187","Share of GDP US$, 2015 prices","22075","Value Added (Total Manufacturing)","2019","2019","%","10.440509","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","61570","Share of GDP Standard Local Currency","22075","Value Added (Total Manufacturing)","2019","2019","%","12.732976","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","61860","Share of GDP Standard Local Currency, 2015 prices","22075","Value Added (Total Manufacturing)","2019","2019","%","10.440509","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","61550","Annual growth Standard Local Currency","22075","Value Added (Total Manufacturing)","2019","2019","%","0.938931","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","61810","Annual growth Standard Local Currency, 2015 prices","22075","Value Added (Total Manufacturing)","2019","2019","%","0.789798","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6129","Annual growth US$","22075","Value Added (Total Manufacturing)","2019","2019","%","-2.49271","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6182","Annual growth US$, 2015 prices","22075","Value Added (Total Manufacturing)","2019","2019","%","0.789798","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","61890","Ratio of Value Added (Agriculture, Forestry and Fishing) Standard Local Currency","22075","Value Added (Total Manufacturing)","2019","2019","","0.373024","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6163","Ratio of Value Added (Agriculture, Forestry and Fishing) US$","22075","Value Added (Total Manufacturing)","2019","2019","","0.373024","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6224","Value Standard Local Currency","22075","Value Added (Total Manufacturing)","2020","2020","million SLC","829969.060382","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6110","Value US$","22075","Value Added (Total Manufacturing)","2020","2020","million USD","433.393759","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6225","Value Standard Local Currency, 2015 prices","22075","Value Added (Total Manufacturing)","2020","2020","million SLC","557467.657511","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6184","Value US$, 2015 prices","22075","Value Added (Total Manufacturing)","2020","2020","million USD","354.646128","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6103","Share of GDP US$","22075","Value Added (Total Manufacturing)","2020","2020","%","12.557146","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6187","Share of GDP US$, 2015 prices","22075","Value Added (Total Manufacturing)","2020","2020","%","10.670132","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","61570","Share of GDP Standard Local Currency","22075","Value Added (Total Manufacturing)","2020","2020","%","12.557146","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","61860","Share of GDP Standard Local Currency, 2015 prices","22075","Value Added (Total Manufacturing)","2020","2020","%","10.670132","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","61550","Annual growth Standard Local Currency","22075","Value Added (Total Manufacturing)","2020","2020","%","4.845096","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","61810","Annual growth Standard Local Currency, 2015 prices","22075","Value Added (Total Manufacturing)","2020","2020","%","2.533696","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6129","Annual growth US$","22075","Value Added (Total Manufacturing)","2020","2020","%","1.044305","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6182","Annual growth US$, 2015 prices","22075","Value Added (Total Manufacturing)","2020","2020","%","2.533696","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","61890","Ratio of Value Added (Agriculture, Forestry and Fishing) Standard Local Currency","22075","Value Added (Total Manufacturing)","2020","2020","","0.370693","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6163","Ratio of Value Added (Agriculture, Forestry and Fishing) US$","22075","Value Added (Total Manufacturing)","2020","2020","","0.370693","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6224","Value Standard Local Currency","22075","Value Added (Total Manufacturing)","2021","2021","million SLC","918263.798665","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6110","Value US$","22075","Value Added (Total Manufacturing)","2021","2021","million USD","464.719952","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6225","Value Standard Local Currency, 2015 prices","22075","Value Added (Total Manufacturing)","2021","2021","million SLC","572662.144482","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6184","Value US$, 2015 prices","22075","Value Added (Total Manufacturing)","2021","2021","million USD","364.312457","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6103","Share of GDP US$","22075","Value Added (Total Manufacturing)","2021","2021","%","12.4177","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6187","Share of GDP US$, 2015 prices","22075","Value Added (Total Manufacturing)","2021","2021","%","10.631387","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","61570","Share of GDP Standard Local Currency","22075","Value Added (Total Manufacturing)","2021","2021","%","12.4177","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","61860","Share of GDP Standard Local Currency, 2015 prices","22075","Value Added (Total Manufacturing)","2021","2021","%","10.631387","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","61550","Annual growth Standard Local Currency","22075","Value Added (Total Manufacturing)","2021","2021","%","10.638317","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","61810","Annual growth Standard Local Currency, 2015 prices","22075","Value Added (Total Manufacturing)","2021","2021","%","2.725627","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6129","Annual growth US$","22075","Value Added (Total Manufacturing)","2021","2021","%","7.228114","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6182","Annual growth US$, 2015 prices","22075","Value Added (Total Manufacturing)","2021","2021","%","2.725627","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","61890","Ratio of Value Added (Agriculture, Forestry and Fishing) Standard Local Currency","22075","Value Added (Total Manufacturing)","2021","2021","","0.366126","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6163","Ratio of Value Added (Agriculture, Forestry and Fishing) US$","22075","Value Added (Total Manufacturing)","2021","2021","","0.366126","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6224","Value Standard Local Currency","22075","Value Added (Total Manufacturing)","2022","2022","million SLC","1107567.733851","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6110","Value US$","22075","Value Added (Total Manufacturing)","2022","2022","million USD","544.444832","X","Figure from international organizations",""
"MK","Macro Indicators","108","Burundi","6225","Value Standard Local Currency, 2015 prices","22075","Value Added (Total Manufacturing)","2022","2022","million SLC","590271.347126","X","Figure from international organizations",""
